ID,Name,Works_for,Work_History,Founder,Country,City,Gender,Main Category,Subcategory,Role,Community,PhD,PhD Type,PhD of,LinkedIn,h-index,Associated With,Other companies founded,Still_Active_in_Prev_Co,Prev. Co-founders,Senior_Role_Big_Tech,Highly_Cited_Professor,Career-long Citations,Specialisation,Other Notable Facts
P5888,Clayton Sanders,First Quantum Minerals,,,Zambia,Zambia,,,,Lead - Group Mine Technology,,,,,https://www.linkedin.com/in/clayton-sanders-0966639b/,,,,,,,,,,
P5889,David Luby,Quantum Health,,,United States,Westerville,,,,"SVP, Client Experience",,,,,https://www.linkedin.com/in/david-luby-5ba10276/,,,,,,,,,,
P5890,Abdelrahman H.,The Coding School,,,الدقهلية المنصورة مصر,الدقهلية المنصورة مصر,,,,Introduction to Quantum Computing course Participant,,,,,https://www.linkedin.com/in/abdelrahman-h-418384228/,,,,,,,,,,
P5891,Ekaterina Besse,Qubit Pharmaceuticals,,,France,Versailles,,,,Project Owner,,,,,https://www.linkedin.com/in/ekaterina-besse-64129759/,,,,,,,,,,
P5892,Maninder Kaur PhD,QURECA,,,Canada,Toronto,,,,Program Manager,,,,,https://www.linkedin.com/in/dr-maninder-kaur/,,,,,,,,,,
P5893,Andrew C.,PsiQuantum,,,United States,Palo Alto,,,,Radio Frequency Engineer,,,,,https://www.linkedin.com/in/andrew-craddick/,,,,,,,,,,
P5894,Alex Dunning,QLM Technology,,,United Kingdom,Bristol,,,,Head Of Engineering,,,,,https://www.linkedin.com/in/alex-dunning-045713103/,,,,,,,,,,
P5895,Allyson Silva,1QBit,,,Canada,Coquitlam,,,,Senior Scientist,,,,,https://www.linkedin.com/in/allyson-silva/,,,,,,,,,,
P5896,Baptiste Saccomandi,Quantum Surgical,,,United States,France,,,,Software Engineer,,,,,https://www.linkedin.com/in/baptiste-saccomandi-703a6234/,,,,,,,,,,
P5897,"Haritha Kambalathmana, PhD",Quantum Brilliance,,,Germany,Schallstadt,,,,Quantum Materials Engineer,,,,,https://www.linkedin.com/in/haritha-kambalathmana/,,,,,,,,,,
P5898,Kanyanta Mutale,First Quantum Minerals,,,Zambia,Solwezi,,,,"Senior Supervisor, Control and Instrumentation",,,,,https://www.linkedin.com/in/kanyanta-mutale-a8892123/,,,,,,,,,,
P5899,Kunal Sonwane,Quantum Integrators,,,India,Nagpur,,,,Jn. Software Engineer,,,,,https://www.linkedin.com/in/kunal-sonwane-607345173/,,,,,,,,,,
P5900,Andrii Maksymov,IonQ,,,United States,Hyattsville,,,,Quantum Control Theorist,,,,,https://www.linkedin.com/in/andriimaksymov/,,,,,,,,,,
P5901,Pavneet Dogra,Thales,,,United Kingdom,Leicester,,,,Business Solutions Consultant,,,,,https://www.linkedin.com/in/pavneet-dogra/,,,,,,,,,,
P5902,Lincoln Connor,NKT Photonics,,,United States,Denver,,,,Senior Sales Manager - Quantum,,,,,https://www.linkedin.com/in/lincolnconnor/,,,,,,,,,,
P5903,"Hurchell Greenaway, PMP","Quantum Technology Group, LLC",,,United States,Miami,,,,Sr. Program/Project Manager,,,,,https://www.linkedin.com/in/hurchellgreenaway/,,,,,,,,,,
P5904,Alessandro Landra,IQM Quantum Computers,,,Finland,Espoo,,,,"Staff Engineer, Tech Lead QPU design",,,,,https://www.linkedin.com/in/4le91/,,,,,,,,,,
P5905,Amine Toumi,Quantum Temple,,,Morocco,Casablanca Metropolitan Area,,,,Morocco Executive Director,,,,,https://www.linkedin.com/in/amine-toumi-a6b29760/,,,,,,,,,,
P5906,Alexsandra Lantigua,Quantum Culture,,,United States,Minneapolis,,,,Co-Founder,,,,,https://www.linkedin.com/in/alexsandralantigua/,,,,,,,,,,
P5907,Gaspard Beugnot,Alice & Bob,,,France,Palaiseau,,,,Machine Learning Researcher,,,,,https://www.linkedin.com/in/gaspard-beugnot/,,,,,,,,,,
P5908,Angela Tse,IonQ,,,United States,Seattle,,,,"Director, Privacy and Regulatory Legal",,,,,https://www.linkedin.com/in/angela-tse-6374016/,,,,,,,,,,
P5909,Thorsten Last,Orange Quantum Systems,,,Netherlands,Delft,,,,Director of Research & Technology Development || Co-Founder,,,,,https://www.linkedin.com/in/thorstenlast/,,,,,,,,,,
P5910,Stewart Mein,National Institutes for Quantum Science and Technology (QST),,,日本 東京都,日本 東京都,,,,JSPS Fellow & Radiation Oncology Physicist,,,,,https://www.linkedin.com/in/stewart-mein-1b10564a/,,,,,,,,,,
P5911,Eitan Oksenberg,Single Quantum,,,Netherlands,Amsterdam,,,,Reseach Engineer,,,,,https://www.linkedin.com/in/eitanoksenberg/,,,,,,,,,,
P5912,Keith Muir,Broc Consultancy,,,United Kingdom,Edinburgh,,,,Director,,,,,https://www.linkedin.com/in/keith-muir/,,,,,,,,,,
P5913,Caroline Bürsgens geb. Eckl,QUTAC,,,Munich,Munich,,,,Leitung QUTAC Konsortium / Management QUTAC consortium,,,,,https://www.linkedin.com/in/caroline-buersgens-eckl/,,,,,,,,,,
P5914,Alison Roberts,Crypta Labs,,,United Kingdom,London,,,,Chief Strategy Officer (CSO),,,,,https://www.linkedin.com/in/alisonroberts/,,,,,,,,,,
P5915,Moisés González,Qblox,,,Netherlands,The Randstad,,,,,,,,,https://www.linkedin.com/in/moisés-gonzález-3a8b2028/,,,,,,,,,,
P5916,Calistus O. Okeke,Quantum Analytics NG,,,Nigeria,Lagos State,,,,Data Analyst,,,,,,,,,,,,,,,
P5917,Sourav Sen Choudhury,PsiQuantum,,,United States,Palo Alto,,,,Senior Research And Development Engineer,,,,,https://www.linkedin.com/in/sourav-sen-choudhury/,,,,,,,,,,
P5918,Kamiar Asgari,USC Ming Hsieh Department of Electrical and Computer Engineering,,,United States,Los Angeles,,,,PHD Candidate,,,,,https://www.linkedin.com/in/kamiaras/,,,,,,,,,,
P5919,Hillary Matchett,Quantum Coast Capital,,,United States,Palm Beach,,,,General Partner,,,,,https://www.linkedin.com/in/hillary-matchett-4311127/,,,,,,,,,,
P5920,Benjamin Hue,C12,,,France,Paris,,,,Doctorant,,,,,https://www.linkedin.com/in/benjamin-hue-a9a8511a4/,,,,,,,,,,
P5921,Adriana Regina Coronado Garcia,Quantum Energía,,,Mexico City Metropolitan Area,Mexico City Metropolitan Area,,,,Gerente de compra,,,,,https://www.linkedin.com/in/adriana-regina-coronado-garcia-64a33b35/,,,,,,,,,,
P5922,Andelko Horvat,Applied Quantum,,,România,Bucureşti,,,,Cybersecurity and Quantum Readiness Consultant,,,,,https://www.linkedin.com/in/andelko-horvat/,,,,,,,,,,
P5923,Harry Riley-Gould,Quantum Commodity Intelligence,,,United Kingdom,London,,,,Managing Editor,,,,,https://www.linkedin.com/in/harry-riley-gould-87211694/,,,,,,,,,,
P5924,Molly Zatman,Quantum Catalyzer (Q-Cat),,,United States,Rockville,,,,Quantum Technologies Intern,,,,,https://www.linkedin.com/in/molly-zatman-a25201204/,,,,,,,,,,
P5925,Amin Pak,Quantum Lifecycle Partners,,,Canada,Canada,,,,IT Support Technician,,,,,https://www.linkedin.com/in/amin-pak/,,,,,,,,,,
P5926,Barnabé Simon,Quantum Surgical,,,Montpellier,Montpellier,,,,Mechanical and hardware engineer,,,,,https://www.linkedin.com/in/barnabe-simon/,,,,,,,,,,
P5927,Roydydt Royo,First Quantum Minerals,,,Panama,Panama,,,,Project Specialist - Planning Engineer,,,,,https://www.linkedin.com/in/roydydt-royo/,,,,,,,,,,
P5928,Dennis Schanze,Quantum Systems,,,Germany,Oberursel,,,,Produktmanager,,,,,https://www.linkedin.com/in/dennis-schanze-331909189/,,,,,,,,,,
P5929,Léa Carmagnolle,ID Quantique,,,Switzerland,Carouge,,,,Sales Manager,,,,,https://www.linkedin.com/in/léa-carmagnolle-649aa5133/,,,,,,,,,,
P5930,Nicolò Toscano,Pasqal,,,Italy,Turin,,,,Quantum Algorithms Developer,,,,,https://www.linkedin.com/in/nicolò-toscano-2368437a/,,,,,,,,,,
P5931,Priya Vikram Singh,Quantum BSO,,,India,Bengaluru,,,,"Director Hr and Admin, Quantum BSO",,,,,https://www.linkedin.com/in/priya-vikram-singh/,,,,,,,,,,
P5932,Esha Malhotra,Quantum Data Engines,,,India,Maharashtra,,,,Senior Executive,,,,,https://www.linkedin.com/in/esha-malhotra-9ba2951ab/,,,,,,,,,,
P5933,Ben McElfresh,ORCA Computing,,,United Kingdom,London,,,,Head of Product Development,,,,,https://www.linkedin.com/in/bmcelfresh/,,,,,,,,,,
P5934,Joana Soares,Quantum,,,Brazil,Jandira,,,,Analista de Recursos Humanos,,,,,https://www.linkedin.com/in/unip-joana-soares-47b9b596/,,,,,,,,,,
P5935,"Heidi Nelson-Quillin, Ph.D.",IonQ,,,United States,Seattle,,,,Staff Customer Success Manager,,,,,https://www.linkedin.com/in/hdnq/,,,,,,,,,,
P5936,Jai Subramanian,Nanoco Technologies Ltd,,,United States,Raleigh-Durham-Chapel Hill Area,,,,Head of Commercialization,,,,,https://www.linkedin.com/in/jai-subramanian-6b7a052/,,,,,,,,,,
P5937,Maria Catharina Laras,BlockChain Security,,,Taiwan,Taipei,,,,Assistant Manager Business Development,,,,,https://www.linkedin.com/in/clmaria/,,,,,,,,,,
P5938,Hamadi Sow,First Quantum Minerals,,,Mauritania,Akjoujt,,,,comptable,,,,,https://www.linkedin.com/in/hamadi-sow-99332263/,,,,,,,,,,
P5939,Shelly Peralta,Quantum,,,United States,Colorado Springs,,,,Senior Desktop Analyst,,,,,https://www.linkedin.com/in/shelly-peralta-b8a9909/,,,,,,,,,,
P5940,Patrick von Rakowski,Pasqal,,,France,Paris,,,,Competitive Intelligence Data Analyst,,,,,https://www.linkedin.com/in/patrick-von-rakowski-a0074516a/,,,,,,,,,,
P5941,Amalu Saijan,Quantum Direct Commercial Brokers LLC,,,دبي الإمارات العربية المتحدة,دبي الإمارات العربية المتحدة,,,,Relationship Officer,,,,,https://www.linkedin.com/in/amalu-saijan-6361682ba/,,,,,,,,,,
P5942,Pavel S.,QuiX Quantum,,,Netherlands,Netherlands,,,,Quantum Hardware Engineer,,,,,https://www.linkedin.com/in/pavel-s-694437158/,,,,,,,,,,
P5943,Dr. Dibya Jyoti Mondal,Center for Molecular Magnetic Quantum Materials (M2QM),,,United States,Tallahassee,,,,Postdoctoral Research Scientist,,,,,https://www.linkedin.com/in/dr-dibya-jyoti-mondal-88575a214/,,,,,,,,,,
P5944,Wesley Laughlin,Quantum Workplace,,,United States,Omaha Metropolitan Area,,,,Information Technology Security Manager,,,,,https://www.linkedin.com/in/wesleylaughlin/,,,,,,,,,,
P5945,"Josh Doherty, PhD",Montana Instruments,,,United States,Bozeman,,,,Head of R&D,,,,,https://www.linkedin.com/in/josh-doherty-phd-53990719/,,,,,,,,,,
P5946,Sebastian Orbell,Quantum Motion,,,United Kingdom,Oxford,,,,,,,,,https://www.linkedin.com/in/sebastian-orbell-57541b193/,,,,,,,,,,
P5947,Danno Ferrin,Tectonic Labs,,,United States,Louisville,,,,Core Engineer,,,,,https://www.linkedin.com/in/shemnon/,,,,,,,,,,
P5948,Craig Lloyd,National Physical Laboratory (NPL),,,United Kingdom,Kingston Upon Thames,,,,Marketing Programme Manager,,,,,https://www.linkedin.com/in/craigrclloyd/,,,,,,,,,,
P5949,Refat Ismail,QuEra Computing,,,United States,Lexington,,,,Quantum Algorithms & QEC Intern,,,,,https://www.linkedin.com/in/refat-ismail-7a3495228/,,,,,,,,,,
P5950,Benedict Wenzel,Kipu Quantum,,,Germany,Berlin,,,,Strategic Projects & Partnership Manager,,,,,https://www.linkedin.com/in/benedict-wenzel-a519081b6/,,,,,,,,,,
P5951,Erik Brown,ARGENTA ׀ Engineering Mathematics,,,United States,Boston,,,,Managing Partner,,,,,https://www.linkedin.com/in/erik-brown-201103/,,,,,,,,,,
P5952,Christian Griman,Quantum Capital Group,,,United States,Houston,,,,Senior Data Analyst,,,,,https://www.linkedin.com/in/christiangriman/,,,,,,,,,,
P5953,Mikko L.,Bluefors,,,Finland,Finland,,,,Sourcing Manager,,,,,https://www.linkedin.com/in/mikkolindholm/,,,,,,,,,,
P5954,Søren Andresen,Quantum Machines,,,Denmark,Copenhagen,,,,Senior Product Manager,,,,,https://www.linkedin.com/in/s%c3%b8ren-andresen-1b778055/,,,,,,,,,,
P5955,Haoquan Fan,Mesa Quantum,,,United States,Boulder,,,,Staff Physicist,,,,,https://www.linkedin.com/in/haoquan-fan-a037771b/,,,,,,,,,,
P5956,Brian Sereda,Quantinuum,,,United States,San Francisco,,,,Chief Financial Officer,,,,,https://www.linkedin.com/in/brian-sereda-2242312/,,,,,,,,,,
P5957,Lynn Gravatt,Purpose Embodiment Method,,,United States,United States,,,,Quantum Energy Coach | Embodiment Specialist | Spiritual Guide,,,,,https://www.linkedin.com/in/lumynn44/,,,,,,,,,,
P5958,Bill Davis,Quantum Leap Productions,,,United States,Tempe,,,,"Managing Partner, Producer, Cinematography, Editor",,,,,https://www.linkedin.com/in/bill-davis-26a1b410/,,,,,,,,,,
P5959,Sabiq Muhammad,Quantum Teknologi (Nusantara),,,Indonesia,Bogor,,,,Full Stack Engineer at National Certificate Management,,,,,https://www.linkedin.com/in/sabiq-muhammad-6b314a210/,,,,,,,,,,
P5960,Katie Bishop,Earth Bishop,,,United States,Atlanta,,,,"Founder, The Earth Bishop Practice",,,,,https://www.linkedin.com/in/earth-bishop/,,,,,,,,,,
P5961,Samer Rahmeh,Dynex,,,عمان الأردن,عمان الأردن,,,,Head of Quantum Solutions Architecture,,,,,https://www.linkedin.com/in/sam-rahma-45748610b/,,,,,,,,,,
P5962,Trevor Morgan,IonQ,,,United States,Seattle,,,,Senior Software Engineer Product Delivery,,,,,https://www.linkedin.com/in/trevor-morgan-profile/,,,,,,,,,,
P5963,Marcellus Oliphant,Massive Quantum (Pty) Ltd,,,South Africa,City of Johannesburg,,,,Project Sales Manager,,,,,https://www.linkedin.com/in/marcellus-oliphant-3b570639/,,,,,,,,,,
P5964,JOACHIM NOTCKER,Technische Universität Dresden,,,Germany,Dresden,,,,Research associate,,,,,https://www.linkedin.com/in/joachim-notcker-290839182/,,,,,,,,,,
P5965,Omar Mustafazada,QuantumCrest,,,Turkey,Denizli,,,,Kurucu,,,,,https://www.linkedin.com/in/omar-mustafazada-b23587231/,,,,,,,,,,
P5966,Katie Lloyd,Quantum Dice,,,United Kingdom,Oxford,,,,Marketing Communications Lead,,,,,https://www.linkedin.com/in/katie-lloyd-52985b74/,,,,,,,,,,
P5967,Neelesh Katoch,Qulabs Software India Pvt Ltd,,,India,Hyderabad,,,,Quantum Research Associate,,,,,https://www.linkedin.com/in/neelesh-katoch/,,,,,,,,,,
P5968,Sidh Satam,Quantum Elements Inc.,,,United States,Los Angeles,,,,AI & Software Engineer,,,,,https://www.linkedin.com/in/sidhsatam/,,,,,,,,,,
P5969,Nikhil Arimilli,Qkrishi,,,India,Hyderabad,,,,Business Lead,,,,,https://www.linkedin.com/in/nikhil-arimilli-004a23193/,,,,,,,,,,
P5970,Shantanu Mundhada,"Quantum Circuits, Inc.",,,NYC,NYC,,,,"Manager, Quantum Design and Architecture Group",,,,,https://www.linkedin.com/in/shantanu-mundhada-75109717a/,,,,,,,,,,
P5971,Christian Dangel,Photonic Inc.,,,Canada,Vancouver,,,,"Manager, Quantum Devices",,,,,https://www.linkedin.com/in/christian-dangel-354058210/,,,,,,,,,,
P5972,Luke Settergren,Quantum Graphics,,,Minneapolis,Minneapolis,,,,Account Manager,,,,,https://www.linkedin.com/in/luke-settergren-1a56313b/,,,,,,,,,,
P5973,Kambiz Falk,Keysight Technologies,,,Sweden,Sweden,,,,Solution Engineering Manager (Global Role),,,,,https://www.linkedin.com/in/kambiz-falk-5aa09b16/,,,,,,,,,,
P5974,Richard Neilson,Quantum Solutions Limited,,,United Kingdom,Kilmarnock,,,,Richard Neilson - Director & Owner of Quantum Solutions,,,,,https://www.linkedin.com/in/richard-neilson-1191a12a/,,,,,,,,,,
P5975,Alfred Mwale,First Quantum Minerals,,,Zambia,Zambia,,,,Mechanical Fitter,,,,,https://www.linkedin.com/in/alfred-mwale🇿🇲-562a23135/,,,,,,,,,,
P5976,Ted Carefoot,Scope Technologies Corp,,,Canada,Canada,,,,Chief Executive Officer,,,,,https://www.linkedin.com/in/ted-carefoot-822a23b/,,,,,,,,,,
P5977,Mohammad Tasnimul Haque,Oxford Quantum Circuits (OQC),,,United Kingdom,United Kingdom,,,,Quantum Engineer,,,,,https://www.linkedin.com/in/mohammad-tasnimul-haque-249184115/,,,,,,,,,,
P5978,Kristine Pepi,Quantum Capital Group,,,United States,Houston,,,,,,,,,https://www.linkedin.com/in/kristine-pepi-98710640/,,,,,,,,,,
P5979,Punit Saxena,Quantum Storage South Asia,,,India,India,,,,Quantum `,,,,,https://www.linkedin.com/in/punit-saxena-4618042a/,,,,,,,,,,
P5980,Somya Gupta,Quantum Delta NL,,,Netherlands,Netherlands,,,,Lead - Quantum in Chips Act,,,,,https://www.linkedin.com/in/somyagupta/,,,,,,,,,,
P5981,Patricia Grof,VeriQloud,,,France,Lyon,,,,Cloud Solution Architect,,,,,https://www.linkedin.com/in/patriciagrof/,,,,,,,,,,
P5982,Emma Sanders,Cognitive Network Solutions,,,United Kingdom,Dudley,,,,Account Manager,,,,,https://www.linkedin.com/in/emma-sanders-48124799/,,,,,,,,,,
P5983,andrew rourke,Quantum Films,,,United Kingdom,London Area,,,,Director,,,,,https://www.linkedin.com/in/andrew-rourke-61957694/,,,,,,,,,,
P5984,Daisy Del Aguila Chistama,First Quantum Minerals,,,Peru,Lima,,,,Exploration Geologist,,,,,https://www.linkedin.com/in/daisy-lucero-del-aguila-chistama/,,,,,,,,,,
P5985,Prarthana Agrawal,"University of Oxford, Department of Physics",,,United Kingdom,Oxford,,,,DPhil at the University of Oxford,,,,,https://www.linkedin.com/in/prarthana-agrawal/,,,,,,,,,,
P5986,Richard Lobo,Quantum Machines,,,Germany,Stuttgart Region,,,,Senior Software Developer,,,,,https://www.linkedin.com/in/richardlobo03/,,,,,,,,,,
P5987,Laxmi Kishore Sagar Chiluka,Quantum Science Ltd,,,United Kingdom,Warrington,,,,QD Materials Team Lead,,,,,https://www.linkedin.com/in/laxmi-kishore-sagar-chiluka-ab986046/,,,,,,,,,,
P5988,Dan Mackay,Quantum Commodity Intelligence,,,Singapore,Singapore,,,,Senior Editor,,,,,https://www.linkedin.com/in/daniel-mackay-15829ab3/,,,,,,,,,,
P5989,Gregory V.,HQS Quantum Simulations,,,Germany,Germany,,,,Senior Expert Backend,,,,,https://www.linkedin.com/in/gregory-varghese/,,,,,,,,,,
P5990,Karl Vincent Betua,Quantum Metric,,,Philippines,Philippines,,,,Recruiter/Sourcer,,,,,https://www.linkedin.com/in/karl-vincent-betua-008026a4/,,,,,,,,,,
P5991,Norm Daily,Quantum,,,United States,Littleton,,,,Mfg Engineer,,,,,https://www.linkedin.com/in/norm-daily-453056a/,,,,,,,,,,
P5992,Aryan Thakur,QuantumGenie,,,India,Jammu,,,,Technology Solutions Associate,,,,,https://www.linkedin.com/in/aryan-thakur-67a967292/,,,,,,,,,,
P5993,Samira Chaychi,LuxQuantum,,,Luxembourg,Luxembourg,,,,,,,,,https://www.linkedin.com/in/samira-chaychi-11a78652/,,,,,,,,,,
P5994,Saurabh Kumbhar,Quantum IT Innovation,,,India,Kolhapur,,,,Senior QA Analyst,,,,,https://www.linkedin.com/in/saurabhqa/,,,,,,,,,,
P5995,Tayma Aldahmani,QLibya,,,Germany,Crimmitschau,,,,Board Member,,,,,https://www.linkedin.com/in/tayma-aldahmani/,,,,,,,,,,
P5996,Jayakumar Thooyavan,Quantum Integrators,,,United States,Basking Ridge,,,,"SAP ABAP LEAD , EWM TECHNICAL",,,,,https://www.linkedin.com/in/jayakumar-thooyavan-8878096b/,,,,,,,,,,
P5997,Dr. Volkmar Scharf-Katz,Fathom.io,,,United States,San Francisco,,,,Chief Data & AI Officier,,,,,https://www.linkedin.com/in/dr-volkmar-scharf-katz-27744b10/,,,,,,,,,,
P5998,Michael Scott,Quantum Lifecycle Partners,,,Canada,Toronto,,,,"Director, IT Asset Disposition at Quantum Lifecycle Partners",,,,,https://www.linkedin.com/in/michael-scott-91103297/,,,,,,,,,,
P5999,Jeffrey Mulder,Quantum,,,United States,Colorado Springs,,,,Chief of Staff & Chief Information Officer,,,,,https://www.linkedin.com/in/jeffrey-a-mulder/,,,,,,,,,,
P6000,"Leman Maks Mpokosa, F.SEG  F.GSZ M.EIZ",First Quantum Minerals,,,Zambia,Zambia,,,,Senior Exploration Geologist,,,,,https://www.linkedin.com/in/lemanmpokosa/,,,,,,,,,,
P6001,Marissa Cano,Quantum Research International,,,United States,Huntsville,,,,Compensation and Benefits Manager,,,,,https://www.linkedin.com/in/marissa-cano-8b000a134/,,,,,,,,,,
P6002,Alex van Lomwel,Quantinuum,,,United Kingdom,London,,,,Quantum Cryptography Researcher,,,,,https://www.linkedin.com/in/alex-van-lomwel-3786b322a/,,,,,,,,,,
P6003,Thomas Osiecki,Strangeworks,,,United States,Austin,,,,Principal Software Engineer,,,,,https://www.linkedin.com/in/thomas-osiecki-51a7193/,,,,,,,,,,
P6004,"Christopher Carron, Ph.D",Quantinuum,,,Missouri Area,Springfield-Branson,,,,,,,,,https://www.linkedin.com/in/chris-carron-phd/,,,,,,,,,,
P6005,Devin O'Brien,Keyfactor,,,United States,Atlanta,,,,Mid-Enterprise Director - Southeast,,,,,https://www.linkedin.com/in/devin-o-brien-078846123/,,,,,,,,,,
P6006,Tennin Yan,QunaSys,,,Japan,Tokyo,,,,CEO & Co-founder,,,,,https://www.linkedin.com/in/tennin-yan-84a14b157/,,,,,,,,,,
P6007,Mads Herring,Quantum Metric,,,United States,New York,,,,Copywriter,,,,,https://www.linkedin.com/in/madsherring/,,,,,,,,,,
P6008,Samantha Tseitkin,ExeQuantum,,,Australia,Australia,,,,"Co-founder, Software Engineer",,,,,https://www.linkedin.com/in/samantha-tseitkin-18438a221/,,,,,,,,,,
P6009,"MANIKANDAN MURUGESAN.  B.Tech.,MCIArb,MICCP,MQSi,MCIOB,MAIADR",ADROIT CLAIMS & ADR CONSULTANTS,,,Oman,Muscat,,,,Lead Claims Consultant & Expert (Director - Middle East),,,,,https://www.linkedin.com/in/manikandan-murugesa-13b912121/,,,,,,,,,,
P6010,Milad Ghadimi,Technische Universität Dresden,,,Germany,Germany,,,,Associate Researcher,,,,,https://www.linkedin.com/in/milad-ghadimi-b036b051/,,,,,,,,,,
P6011,David Eudy,Quantum Specialty Group,,,United States,Detroit Metropolitan Area,,,,Vice President,,,,,https://www.linkedin.com/in/david-eudy-4b03078/,,,,,,,,,,
P6012,Richard Lobo,Quantum Machines,,,Stuttgart Region,Stuttgart Region,,,,Senior Software Developer,,,,,https://www.linkedin.com/in/richard-lobo-7b07167a/,,,,,,,,,,
P6013,Ashish Sharma,Quantum Science Ltd,,,United Kingdom,Warrington,,,,Surface chemist,,,,,https://www.linkedin.com/in/ashish-sharma-345854211/,,,,,,,,,,
P6014,Josh Izaac,Xanadu,,,Canada,Toronto,,,,Director of Product,,,,,https://www.linkedin.com/in/joshizaac/,,,,,,,,,,
P6015,Igor Korotach,Quantum_Inc.,,,Hungary,Hungary,,,,Team/Tech Lead,,,,,https://www.linkedin.com/in/igor-korotach-806435154/,,,,,,,,,,
P6016,Sathya Narayanan,QuantumPulse Technologies,,,India,Tiruvallur,,,,Director - Business Operations,,,,,https://www.linkedin.com/in/sathya-narayanan-3b08a746/,,,,,,,,,,
P6017,Josh Egbert,DigiCert,,,United States,South Jordan,,,,Sales Development Representative,,,,,https://www.linkedin.com/in/joshuaeldenegbert/,,,,,,,,,,
P6018,Mikalah Elliott,Quantum Workplace,,,United States,Raleigh,,,,Customer Success Manager,,,,,https://www.linkedin.com/in/mikalah-elliott/,,,,,,,,,,
P6019,"Vishal Sharma, Ph.D.",Phasecraft,,,United States,Washington,,,,Policy and Research Grants Lead,,,,,https://www.linkedin.com/in/visharmax/,,,,,,,,,,
P6020,John Devaney,National Physical Laboratory (NPL),,,United Kingdom,London,,,,Quantum Standards Manager,,,,,https://www.linkedin.com/in/john-devaney-604338/,,,,,,,,,,
P6021,Sean Vernon,Quantum Global Solutions,,,Slovakia,Slovakia,,,,Technical Manager,,,,,https://www.linkedin.com/in/sean-vernon-6947b51a/,,,,,,,,,,
P6022,Daniel Pinho,QUANTUM Participações,,,Brazil,São Paulo,,,,CFO,,,,,https://www.linkedin.com/in/daniel-pinho-703b93193/,,,,,,,,,,
P6023,Li Wen Chua,Quantum Consumer Solutions: Insight & Design Strategy,,,Singapore,Singapore,,,,Senior Lead,,,,,https://www.linkedin.com/in/li-wen-chua-9633b1a/,,,,,,,,,,
P6024,Veli Tarkiainen,Bluefors,,,Finland,Espoo,,,,"Area Sales Manager, APAC, India",,,,,https://www.linkedin.com/in/veli-tarkiainen-0926767/,,,,,,,,,,
P6025,Ilyas Gubaydullin,Social Quantum,,,Russia,Moscow City,,,,Project Manager,,,,,https://www.linkedin.com/in/igubaydullin/,,,,,,,,,,
P6026,Steffen Erger,Quantum Immobilien AG,,,Germany,Germany,,,,Business Development / Investor Relations,,,,,https://www.linkedin.com/in/steffen-erger-881438229/,,,,,,,,,,
P6027,David van Driel,QuTech,,,Netherlands,The Hague,,,,PhD Student (Kouwenhoven Group),,,,,https://www.linkedin.com/in/david-van-driel-0a257898/,,,,,,,,,,
P6028,Kadean Lewis,GLCTC Corp,,,United States,Chicago,,,,Chief Executive Officer,,,,,https://www.linkedin.com/in/kadean-lewis/,,,,,,,,,,
P6029,Matthew Jeppesen,Q-CTRL,,,Australia,Melbourne,,,,"Staff Product Manager, Quantum Sensing",,,,,https://www.linkedin.com/in/matthew-jeppesen/,,,,,,,,,,
P6030,Jessie Maglio,Quantum Workplace,,,United States,Raleigh,,,,Product Manager,,,,,https://www.linkedin.com/in/jessie-maglio/,,,,,,,,,,
P6031,"Derrick Boone, PhD",The Coding School,,,United States,San Francisco,,,,Lecturer,,,,,https://www.linkedin.com/in/derrickboonejr/,,,,,,,,,,
P6032,Dariusz Kurczyński,Content Networks Sp. z o.o.,,,Poland,Poland,,,,Senior Key Account Manager,,,,,https://www.linkedin.com/in/dariusz-kurczynski/,,,,,,,,,,
P6033,Stephen Nelson,Matter Brew,,,Greater Exeter Area,Greater Exeter Area,,,,Founder,,,,,https://www.linkedin.com/in/stephennelsonuxuidesigner/,,,,,,,,,,
P6034,Poki Ricer,Quantum,,,United States,San Jose,,,,Cyber Security Specialist,,,,,https://www.linkedin.com/in/poki-ricer-1a95a3183/,,,,,,,,,,
P6035,Harun ESUR,Sceptive,,,United States,Houston,,,,Founder,,,,,https://www.linkedin.com/in/harun-esur-9122516/,,,,,,,,,,
P6036,Johnson Lenon,First Quantum Minerals,,,South Africa,Durban,,,,Drilling Superintendent,,,,,https://www.linkedin.com/in/johnson-lenon-5ba4392b5/,,,,,,,,,,
P6037,Ashley Wilson,Quantum IT Solutions SRL,,,United States,Atlanta,,,,Business Development Manager,,,,,https://www.linkedin.com/in/ashley-wilson-819078264/,,,,,,,,,,
P6038,Salvador Gabarró López,Global Quantum,,,Chile,Chile,,,,Managing Director,,,,,https://www.linkedin.com/in/salvador-gabarró-78590a67/,,,,,,,,,,
P6039,Francesco Battistel,Qblox,,,Netherlands,Delft,,,,Roadmap Leader,,,,,https://www.linkedin.com/in/francesco-battistel-368968160/,,,,,,,,,,
P6040,Niels Kerkhof,Delft Circuits,,,Nederland,Rotterdam,,,,Sales Engineer,,,,,https://www.linkedin.com/in/niels-kerkhof/,,,,,,,,,,
P6041,Vijay Nebhrajani,Quanfluence,,,India,Pune,,,,Vice President Hardware Engineering,,,,,https://www.linkedin.com/in/vijay-nebhrajani-19a1147/,,,,,,,,,,
