ID,Company,Timestamp Slow,Active,Country,City,Location,Private/Public,Year Founded,Main Category,Subcategory,LS Main Category,LS Subcategory,Spin-Off,Website,Quantum Adjacency Score,QA score explanation,Core Business,Investment Suitability Score,Explanation Investment Suitability Score,Description,Quantum Life Science Adjacency Score,Explanation QLSA Score,Notable Awards/Top Publications,,Accelerator Programs,Recent Press Coverage,Investors,Notable Individual Investors,Important People,Latest Investment Round,Latest Round Size ($),Total Raised (M USD),Total Raised Categorization,Open Jobs (Sep 2025),Shortlist Firgun (Affinity),Website (Affinity),Priority (Affinity),Sector (Affinity),Sub-Category (Affinity),Round Size (Affinity),Investment Round (Affinity),Funding History (Affinity),Status (Affinity),Description (Affinity),Location - address (Affinity),Location - City (Affinity),Location - State (Affinity),Location - Country (Affinity),Region (Affinity),People (Affinity),Employees (Affinity),Year Founded (Affinity),Alex List of 50 LS (pb),Life Sience? (pb),Description (Pb),Former name (pb),Also known as (pb),Legal Name (pb),Primary Industry Group (pb),Primary Industry Code (pb),Verticals (pb),Company Financing Status (pb),Total Raised (pb),Owernship Status (pb),Website (pb),LinkedIn (pb),Employees (pb),Employee History (pb),Year Founded (pb),Country (pb),Keywords (pb),Business status (pb),Revenue (pb),Gross Profit (pb),Rev Growth (%) (pb),City (pb),Financing Status Note (pb),Former Investors (pb),Primary contact (pb),Primary Contact Title (pb),Active Investors (pb),Services on a Deal (pb),First Financing Data (pb),Description (Asana),MA Category (Asana),Region (Asana),Sector (Asana),CB Insights main categorization,CB Insights sub categorization,GQI Categorization,Description (GQI),Website (GQI),Category (GQI),Annualized Revenue (USD) (Specter),Profitability (Specter),Investors (TQI),Lead Investor (TQI),Domain (Clay),Funding Stage (Clay),Latest Funding Round (Clay),Investors (Clay)
C879,Evanescent Optics,01/09/2025,Yes,Canada,Burlington,,Private,2009,Quantum Sensing,Hardware – Photonic,Diagnostics,,,https://www.evanescentoptics.com/,8,"Evanescent Optics specializes in fiber optic components and sensors, which are integral to quantum optics applications, including interferometers and quantum sensing devices.",Yes,7,"As a private company with a focus on quantum sensing hardware, Evanescent Optics is suitable for a Quantum VC focused on Series A investments.","Evanescent Optics Inc. manufactures polarization-preserving fiber-optic couplers, polarization splitters, and fiber-optic interferometers as spliceless assemblies with piezoelectric modulators. They also design and fabricate custom fiber-optic systems, fiber-optic vibration, pressure sensors, and resonant rings.",3,"While Evanescent Optics' products are primarily focused on quantum optics, their technology can be applied in life sciences, particularly in areas requiring precise measurement and sensing.",N/A,,N/A,N/A,N/A,N/A,"Trevor Smolenaars, President and Member of the Board of Directors",(Pre) Seed,,,<10M USD,,,,,,,,,,,,,,,,,,,,No,Yes,"Developer of fiber optic components and sensors for advanced optical applications. The company manufactures polarization-maintaining fiber-optic couplers, spliceless coupler arrays, piezoelectric fiber stretchers, electronic controllers, and displacement sensors. Its products support industries leveraging technologies such as laser light delivery systems, interferometers, amplifiers, quantum optics, magneto-optical trapping, fiber gyros, polarization diversity receivers, and laser radar. The company also provides custom assemblies and precision mechanical devices using evanescent wave technology.",,,Evanescent Optics Inc,Commercial Products,Other Commercial Products,,Corporation,,Privately Held (no backing),evanescentoptics.com,,5,2021: 5,2009,Canada,,Generating Revenue,,,,Burlington,,,,,,,,,,,,,,,,,,,,,,,,,
C880,Examol,01/09/2025,Yes,United States,Pittsburgh,,Private,2023,Quantum Sensing,Hardware – Photonic,Drug Discovery & Development,,,https://examol.io,1,"Examol's focus is on computational drug discovery, which is not directly related to quantum technology.",Yes,1,"As a recently founded startup with a small team and no reported revenue, Examol may not yet be suitable for a Series A investment.","Developer of a cloud-based computational chemistry platform designed to streamline and accelerate the drug discovery process. The company's platform provides a centralized database for storing and organizing molecules, along with tools for running calculations and workflows in the cloud, enabling researchers in the pharmaceutical industry to collaborate on data, access open-source methods, and scale up their drug discovery efforts without needing to manage complex infrastructure.",1,Examol's technology is primarily focused on computational drug discovery and does not intersect with quantum technology applications in life sciences.,N/A,,Alchemist Accelerator,N/A,"MBX Capital, Village Global",N/A,"[{'Name': 'Dennis Nenno Ph.D', 'Title': 'Co-Founder & Chief Executive Officer'}, {'Name': 'J. Deustua Ph.D', 'Title': 'Co-Founder, Chief Operating Officer & CSO'}, {'Name': 'Samuel Lotz Ph.D', 'Title': 'Co-Founder and Chief Technology Officer'}]",(Pre) Seed,,,<10M USD,,,,,,,,,,,,,,,,,,,,Yes,Yes,"Developer of a cloud-based computational chemistry platform designed to streamline and accelerate the drug discovery process. The company's platform provides a centralized database for storing and organizing molecules, along with tools for running calculations and workflows in the cloud, enabling researchers in the pharmaceutical industry to collaborate on data, access open-source methods, and scale up their drug discovery efforts without needing to manage complex infrastructure.",,,Examol Corporation,Healthcare Technology Systems,Other Healthcare Technology Systems,"Artificial Intelligence & Machine Learning, CloudTech & DevOps, HealthTech, SaaS",Venture Capital-Backed,,Privately Held (backing),www.examol.io,http://www.linkedin.com/company/examol,4,"2023: 3, 2024: 3, 2025: 6",2023,United States,"artificial intelligence, drug discovery, drug discovery tool, molecular database, molecular dynamics, quantum chemistry, similarity search",Generating Revenue,,,,Pittsburgh,The company raised venture funding in a deal led by MBX Capital on an undisclosed date. Village Global also participated in the round.,,Dennis Nenno,Co-Founder & Chief Executive Officer,"Alchemist Accelerator, MBX Capital, Village Global Management",,,,,,,,,,,,,,,,,,,,
C881,FAR Biotech,01/09/2025,Yes,United States,Houston,,Private,2016,Quantum Compute,Software - Algorithms - Platforms,Drug Discovery & Development,,,https://www.farbiotech.com/,9,"FAR Biotech utilizes quantum mechanical modeling in its computational drug discovery platform, making its technology highly adjacent to quantum technology.",TRUE,7,"As a private company with a focus on computational drug discovery, FAR Biotech is suitable for a Quantum VC interested in early-stage investments, particularly in the Series A round.","Developer of a computational, preclinical, drug discovery platform focused on hard-to-drug targets with high unmet need in neurodegeneration, oncology, and immunology. The key differentiator relative to competitors is the complete & rigorous quantum mechanical representation of drug-target interactions, augmented by AI/machine learning & big data. This allows the platform to rapidly identify novel, structurally diverse, optimized lead molecules through quantum similarity and multi-property optimization.",8,"FAR Biotech's quantum AI technology is applied to drug discovery in therapeutic areas such as neurodegeneration, oncology, and infectious diseases, indicating a strong intersection with life sciences.",N/A,,['JLABS'],"['FAR Biotech and Aragen Life Sciences Enter into a Collaboration to Advance Preclinical Program in Neurodegeneration', 'FAR Biotech Joins JLABS']",['MaSa Partners'],N/A,"[{'Name': 'Dr. Martin Martinov', 'Role': 'Founder, CEO & Board'}, {'Name': 'Lyubomir Nashev, PhD', 'Role': 'Research Director'}, {'Name': 'Ravi Nargund, PhD', 'Role': 'Senior Chemistry Advisor'}, {'Name': 'Eric Parker, PhD', 'Role': 'Senior Biology Advisor'}, {'Name': 'Erik Halvorsen, PhD', 'Role': 'Senior Advisor'}, {'Name': 'Dick Burgess', 'Role': 'Senior Oncology Advisor'}, {'Name': 'Evelyn Nordin, MBA', 'Role': 'CFO'}, {'Name': 'Max Duckworth', 'Role': 'Board & Co-founder'}]",(Pre) Seed,1,1.5,<10M USD,,,,,,,,,,,,,,,,,,,,No,Yes,"Developer of a computational, preclinical, drug discovery platform focused on hard-to-drug targets with high unmet need in neurodegeneration, oncology and immunology. The key differentiator relative to competitors is the complete & rigorous quantum mechanical representation of drug-target interactions, augmented by AI / machine learning & big data. This allows the platform to rapidly identify novel, structurally diverse, optimized lead molecules through quantum similarity and multi-property optimization.",,,"Far Biotech, Inc.",Pharmaceuticals and Biotechnology,Drug Discovery,"Artificial Intelligence & Machine Learning, Big Data, Life Sciences",Corporation,,Privately Held (no backing),www.farbiotech.com,http://www.linkedin.com/company/far-biotech,8,"2021: 4, 2022: 4, 2023: 8",2016,United States,"artificial intelligence technology, biotechnology research company, machine learning, neurodegeneration disease, novel drug discovery, oncology, preclinical drug discovery, quantum biochemistry platform",Generating Revenue,,,,Houston,,,Martin Martinov,"Co-Founder, Chief Executive Officer & Board Member",,,,,,,,,,,,,,,,,,,,,
C882,Gene Splicers,01/09/2025,Yes,United States,Dearborn,,Private,2020,Quantum Compute,Software - Algorithms - Platforms,Drug Discovery & Development,,,http://genesplicers.com,9,"Gene Splicers specializes in combining quantum computing and AI to solve complex problems in human science and advance genetic engineering, indicating a high relevance to quantum technology.",Yes,1,"As a private company founded in 2020, Gene Splicers is in its early stages and may not yet have significant revenue or established financials, making it less suitable for a Series A investment.",Developer of advanced gene sequencing solutions designed to treat genetic mutations and genetic sequences in humans. The company specializes in researching and developing disease-causing genetic sequences treatments combining quantum computing and AI in human science and advanced genetic engineering.,8,"The integration of quantum computing and AI in gene sequencing solutions positions Gene Splicers at the intersection of quantum technology and life sciences, with a strong focus on genetic engineering and disease treatment.",N/A,,N/A,N/A,N/A,N/A,N/A,(Pre) Seed,,,<10M USD,,,,,,,,,,,,,,,,,,,,No,Yes,Developer of advanced gene sequencing solutions designed to treat genetic mutations and genetic sequences in humans. The company specializes in researching and developing disease-causing genetic sequences treatments combining quantum computing and AI in human science and advanced genetic engineering.,,,Gene Splicers LLC,Pharmaceuticals and Biotechnology,Biotechnology,,Corporation,,Privately Held (no backing),www.genesplicers.com,,3,2022: 3,,United States,"gene sequencing, genetic engineering, genetic mutations treatment, mutation analysis, precision medicine, therapeutic development",Generating Revenue,,,,Dearborn,,,,,,,,,,,,,,,,,,,,,,,,,
C883,GenomixThera,01/09/2025,Yes,Germany,Berlin,,Private,2016,Quantum Sensing,Hardware – Photonic,Drug Discovery & Development,,,https://www.genomixthera.com/,9,"GenomixThera integrates quantum-guided nanoparticle delivery systems with CRISPR-Cas9 gene editing, positioning them at the forefront of quantum applications in precision oncology.",Yes,7,"As a private company specializing in quantum-guided drug delivery for personalized cancer treatment, GenomixThera is well-suited for a Quantum VC focused on Series A investments.",GenomixThera specializes in personalized cancer treatments using CRISPR-Cas9 gene editing and quantum-guided nanoparticle delivery systems.,9,The company's use of quantum-guided drug delivery systems in cancer treatment places it at the intersection of quantum technology and life sciences.,N/A,,N/A,N/A,N/A,N/A,Dr. Maximilian Fischer (Founder),(Pre) Seed,,5,<10M USD,2,,,,,,,,,,,,,,,,,,,No,Yes,"Operator of a cancer treatment and quantum-guided drug delivery firm intended for precision oncotherapy. The company utilizes CRISPR-Cas9 gene editing, AI-based algorithms, and quantum-guided nanoparticle delivery systems to target cancer at the genomic level, modulating epigenetic factors and inducing selective apoptosis in malignant cells while analyzing multi-omics data to personalize treatments, enhancing immune responses.",,,,Pharmaceuticals and Biotechnology,Drug Delivery,"Artificial Intelligence & Machine Learning, Life Sciences, Nanotechnology, Oncology",Corporation,,Privately Held (no backing),www.genomixthera.com,,,,2016,Germany,"cancer treatment, cancer treatment research, cancer treatment therapy, drug delivery firm, drug delivery technology, precision oncology, precision oncology company",Generating Revenue,,,,Berlin,,,Maximilian Fischer,Founder,,,,,,,,,,,,,,,,,,,,,
C884,Geowireless,01/09/2025,Yes,United States,Charleston,,Private,2003,Quantum Compute,Software - Algorithms - Platforms,Not Life sciences,,,https://geowireless.net/,7,"GeoWireless, Inc. engages in quantum computing research, indicating a strong connection to quantum technology.",Yes,,,"GeoWireless, Inc. specializes in cybersecurity and computing solutions for government and military organizations, offering services such as network security, physical security, wired and wireless engineering, disaster recovery, and business continuity. They also provide computing solutions in areas like artificial intelligence, quantum computing research, and software-defined networking, developing communication systems for military and governmental applications.",1,"GeoWireless, Inc.'s focus on quantum computing research does not directly intersect with life sciences applications.",N/A,,N/A,N/A,N/A,N/A,"[{'Name': 'John L. Hearton', 'Title': 'President & Chairman of the Board', 'Description': 'With over 25 years of experience in information technology, Mr. Hearton has led organizations like MANDEX and Secure Missions Solutions, contributing to their growth and success. He serves on various technology councils and advisory panels, providing technical advisory support to the Department of Defense and other agencies on leading-edge technologies such as MLS, SDN, IPv6, Quantum, and Cloud Computing.'}, {'Name': 'Pamela Johnson', 'Title': 'Director of Contracts', 'Description': 'Ms. Johnson oversees the Contracts, Human Resources, and Finance Departments at GeoWireless, Inc. She joined the company in 2007 and has since played a pivotal role in managing contracts and ensuring compliance with industry standards.'}]",(Pre) Seed,,,<10M USD,,,,,,,,,,,,,,,,,,,,No,Yes,"Developer of cybersecurity and computing solutions for government and military organizations. The company specializes in network security, physical security, wired and wireless engineering, disaster recovery, and business continuity. It offers services such as risk analysis, vulnerability assessment, certification and accreditation, and systems integration. Additionally, it provides computing solutions in areas such as artificial intelligence, quantum computing research, and software-defined networking. The company develops communication systems for military and governmental applications.",,,"Geowireless, Inc.",Communications and Networking,Telecommunications Service Providers,,Corporation,,Privately Held (no backing),geowireless.net,,9,"2019: 33, 2021: 22, 2023: 9",2005,United States,,Generating Revenue,,,,Mount Pleasant,,,,,,,,,,,,,,,,,,,,,,,,,
C885,GNQ Insilico,01/09/2025,Yes,United States,Pleasanton,,Private,2023,Quantum Compute,Hardware – General,Drug Discovery & Development,,,https://gnqin.com,9,"GNQ Insilico integrates quantum computing with genomics and AI to optimize drug development, closely aligning with quantum technology applications.",Yes,8,"As a private company founded in 2023, GNQ Insilico is at an early stage, making it suitable for Series A investment. Its focus on quantum computing in drug development aligns with Quantum VC interests.","GNQ Insilico is a health tech company leveraging AI and quantum computing to revolutionize clinical trials and drug development, aiming to reduce costs and time to market.",9,The company's use of quantum computing in drug discovery and development places it at the intersection of quantum technology and life sciences.,N/A,,N/A,GNQ Insilico Launches Revolutionary AI-Driven Assessment Platform to Transform Precision Medicine and Drug Development,Trenchant Technologies Capital,Rehan Huda,"Rehan Huda (CEO), Sudhir Saxena (CTO), Asif Mustafa (CFO), Dr. Jerome Schentag (COO)",Series A,10,20,Between 10 and 50M USD,5,,,,,,,,,,,,,,,,,,,No,Yes,"Operator of a healthcare company intended to improve the success of drug discovery and development through genomics, AI and quantum computing. The company is engaged in improving the global healthcare sector by deploying a genomics-based AI and quantum platform for clinical trials and point-of-care solutions, enabling clients to dramatically cut costs as well as reduce development time for new therapeutics.",,,GNQ Insilico Inc.,Healthcare Technology Systems,Other Healthcare Technology Systems,,Corporate Backed or Acquired,,Privately Held (backing),www.gnqin.com,,,,2023,United States,"clinical trials, drug development, drug discovery, generative ai, quantum computing, therapeutics",Generating Revenue,,,,Pleasanton,"A 20% stake in the company was acquired by Trenchant Capital Corp (CSE: TCC) USD 2.65 million on April 29, 2024. The company intended to use the funds for the initial investment and the company.",,Asif Mustafa,Chief Financial Officer,Trenchant Technologies Capital,Cassels Brock & Blackwell(Legal Advisor),29-Apr-2024,,,,,,,,,,,,,,,,,,
C886,gSpin Technologies,01/09/2025,Yes,United States,Fairfax,,Private,2021,Quantum Sensing,Hardware – General,Diagnostics,,,https://www.gspinmedical.com,10,"Company’s products apply proprietary quantum controls that convert existing medical sensors (e.g., MRI RF coils) into quantum sensors; core quantum-sensing R&D.",Yes,7,"As a private company with a focus on quantum sensing for medical diagnostics, gSpin Technologies is suitable for a Quantum VC focused on Series A investments, offering high growth potential in a specialized sector.",Develops quantum-enhanced medical diagnostic sensors; claims 20–100× SNR improvements for MRI-based modalities and pathways to a tabletop blood analyzer.,10,"Direct focus on medical diagnostics and imaging performance (MRI, blood diagnostics).",Quantum Startup Foundry (UMD) affiliation/space noted on site,,,Participation in TechConnect World 2023 (Quantum track); listed member of Mid-Atlantic Quantum Alliance,,,Dr. Grum Teklemariam (CTO & Co-founder); Nataly Gabra-Mariam (Co-founder),(Pre) Seed,,,<10M USD,,,,,,,,,,,,,,,,,,,,No,Yes,"Developer of advanced quantum sensing technologies designed for medical diagnostic purposes. The company integrates quantum sensors to provide precision-driven healthcare, enabling breakthroughs in diagnostic applications by offering unmatched reliability, speed, and adaptability for medical insights, thus empowering healthcare providers to deliver more accurate and efficient patient care.",,,gSpin Technologies LLC,Healthcare Devices and Supplies,Diagnostic Equipment,"HealthTech, Life Sciences",Corporation,,Privately Held (no backing),www.gspinmedical.com,http://www.linkedin.com/company/gspin-technologies-llc,2,2025: 2,2021,United States,"biotechnology research, medical diagnostics, medical ecosystem, quantum sensing, quantum sensing technology, quantum solutions, sensor development",Generating Revenue,,,,Fairfax,,,Grum Teklemariam,Co-Founder & Chief Technology Officer,,,,,,,,,,,,,,,,,,,,,
C887,HelioFlux,01/09/2025,Yes,United States,Raleigh,,Private,2023,Quantum Sensing,Hardware – Photonic,Diagnostics,,,https://www.helioflux.co/,9,"HelioFlux utilizes quantum mechanics and biophysics to detect subtle changes in cell light emissions, positioning it closely within the quantum technology domain.",Yes,,,"HelioFlux is a biotechnology company developing non-invasive, radiation-free cancer detection methods by measuring subtle changes in cell light emissions, aiming to detect cancer at its earliest stages.",9,"The company's use of quantum mechanics and biophysics directly intersects with life sciences, particularly in early cancer detection and treatment.",N/A,,NVIDIA Inception Program,N/A,N/A,N/A,"[{'Name': 'Dr. Nirosha Murugan', 'Role': 'CEO and Co-Founder', 'Description': 'Canada Research Chair in Tissue Biophysics with 15 years of experience in electromagnetic biology and bioengineering.'}, {'Name': 'Kelly Lucas', 'Role': 'Co-Founder', 'Description': 'Graduate of the University of North Carolina, Chapel Hill, with an MBA from Indiana University, Kelley School.'}]",Equity Crowdfunding,"42,032",0.042,<10M USD,,,,,,,,,,,,,,,,,,,,No,Yes,"Provider of cancer therapy services intended to offer a digital, non-invasive alternative to traditional treatments. The company's therapy avoids the collateral damage typically associated with chemotherapy or radiation, paving the way for personalized, efficient, and non-toxic cancer treatment.",,,"HelioFlux, Inc.",Healthcare Devices and Supplies,Therapeutic Devices,"Life Sciences, Oncology",Failed Transaction (Angel),,Privately Held (no backing),www.helioflux.co,,,,2023,United States,"cancer detection, cancer therapy, cancer treatment, chemotherapy care, noninvasive treatment, quantum biology",Startup,,,,Raleigh,"The company was in the process of raising $2,633.81 of targeted $15,000 of equity crowdfunding via StartEngine as of July 31, 2024. Subsequently, the deal was canceled.",,Kelly Lucas,"Co-Founder, President & Board Member",,StartEngine(Lead Manager or Arranger),31-Jul-2024,,,,,,,,,,,,,,,,,,
C888,HLectron,01/09/2025,Yes,Greece,Patras,,Private,2011,Quantum Sensing,Hardware – Photonic,Drug Discovery & Development,,,https://www.hlectron.com,8,"HLectron integrates magnetic nanotechnology and quantum spin biochemistry into medical systems for targeted cancer therapy, closely aligning with quantum technology applications in healthcare.",Yes,1,"HLectron is a small, early-stage startup with a team of 2 and limited funding history, making it less suitable for a Series A investment.","Developer of medical treatment systems designed for targeted cancer therapy. The company integrates magnetic nanotechnology, quantum spin biochemistry, and electromagnetic protocols to offer non-invasive and invasive systems that induce selective oxidative stress in tumor cells, enabling healthcare providers to enhance treatment efficacy, reduce reliance on systemic chemotherapy, minimize side effects, and improve long-term patient outcomes.",9,"HLectron's technology directly applies quantum principles to medical treatments, offering innovative solutions in cancer therapy that intersect with life sciences.",2020 - Seal of Excellence from the European Commission within the framework of The European Union's Horizon 2020 programme.,,2022 - Program Egg; 2019 - Program Patras Science Park,N/A,N/A,N/A,"[{'Name': 'Dr. Thanos Mitrelias', 'Role': 'Founding CEO', 'Contact': 'thanos@cantab.net'}, {'Name': 'Vicky Tomara', 'Role': 'Development Director'}]",Accelerator/Incubator,,,<10M USD,,,,,,,,,,,,,,,,,,,,Yes,Yes,"Developer of medical treatment systems designed for targeted cancer therapy. The company integrates magnetic nanotechnology, quantum spin biochemistry, and electromagnetic protocols to offer non-invasive and invasive systems that induce selective oxidative stress in tumor cells, enabling healthcare providers to enhance treatment efficacy, reduce reliance on systemic chemotherapy, minimize side effects, and improve long-term patient outcomes.",,,,Healthcare Devices and Supplies,Therapeutic Devices,"Life Sciences, Nanotechnology, Oncology",Accelerator/Incubator Backed,,Privately Held (backing),www.hlectron.com,,,,2011,Greece,"cancer treatment, cancer treatment therapy, electromagnetic system, medical system, nanotechnology system, oncology treatment",Startup,,,,Patras,The company joined EGG Enter Grow Go on an undisclosed date. No equity or funding was exchanged as a result of this program.,,Thanos Mitrelias,Co-Founder & Chief Executive Officer,"EGG Enter Grow Go, European Commission",,01-Jan-2011,,,,,,,,,,,,,,,,,,
C889,ICeNd,01/09/2025,Yes,Netherlands,Eindhoven,,Private,2021,Quantum Sensing,Hardware – Photonic,Drug Discovery & Development,,,https://www.icend.xyz/,9,"ICeNd specializes in quantum nanofluidics and quantum materials, positioning them closely within the quantum technology sector.",Yes,1,"As a recently founded startup with a small team, ICeNd may not yet be suitable for a Series A investment.","Developer of nanoanalytical and quantum technologies intended for pioneering artificial lives for the sustainability of humanity on and outside Earth. The company has created nature-inspired innovations in sub-twenty-five nanometer nanofluidic channels, quantum materials, and physics-driven AI as building blocks of artificial lives, enabling clients to research and pick up single molecules in the fluid, manipulate atomic defects, perform quantum sensing, and extract mechanical energy.",8,"ICeNd's technologies enable real-time molecular studies, impacting drug discovery, structural biology, and material discovery at the single-molecule level.",N/A,,N/A,N/A,N/A,N/A,"[{'Name': 'Moumita Ghosh', 'Role': 'Chief Executive Officer & Director', 'Education': 'PhD in Nanoengineering for Integrated Systems, Indian Institute of Science, Bangalore'}, {'Name': 'Siddharth Ghosh', 'Role': 'Chief Scientific Officer & Director', 'Education': 'PhD in Physics, University of Göttingen'}]",Accelerator/Incubator,,,<10M USD,,,,,,,,,,,,,,,,,,,,Yes,Yes,"Developer of nanoanalytical and quantum technologies intended for pioneering artificial lives for the sustainability of humanity on and outside Earth. The company has created nature-inspired innovations in sub-twenty-five nanometer nanofluidic channels, quantum materials, and physics-driven AI as building blocks of artificial lives, enabling clients to research and pick up single molecules in the fluid, manipulate atomic defects, perform quantum sensing, and extract mechanical energy.",,,,Healthcare Devices and Supplies,Other Devices and Supplies,Nanotechnology,Accelerator/Incubator Backed,,Privately Held (backing),www.icend.xyz,http://www.linkedin.com/company/international-center-for-nanodevices,3,"2023: 3, 2024: 3",2021,Netherlands,"mechanical energy, nanofluidics technology, quantum materials, quantum sensing, quantum technologies, quantum technologies company",Generating Revenue,,,,Eindhoven,The company joined INCeNSE on an undisclosed date. No equity or funding was exchanged as a result of this program.,,Moumita Ghosh,"Co-Founder, Chief Executive Officer & Director","Foundation for Science Innovation and Development, INCeNSE",,,,,,,,,,,,,,,,,,,,
C890,iDoc.ai,01/09/2025,No,United Kingdom,Swindon,,Private,2009,Quantum Sensing,Hardware – Photonic,Drug Discovery & Development,,,https://idoc.ai/,1,"iDoc.ai's technology primarily focuses on healthcare management and medical imaging, with minimal direct application in quantum technology.",Healthcare management information systems and AI-powered medical imaging solutions.,,,"Developer of healthcare management information systems designed to deliver better access to care with improved clinical outcomes to patients. The company's cloud and AI-based system focus on detecting chest abnormalities, breast cancer, and upper and lower limb fractures, enhancing revenue cycle management and clinical processes, enabling healthcare sectors to take better care of their patients at an affordable cost.",1,"iDoc.ai's focus is on healthcare management and medical imaging, with minimal direct application in life sciences.",N/A,,N/A,N/A,N/A,N/A,"[{'Name': 'Rahul Tarar', 'Title': 'Co-Founder, Chief Executive Officer & Managing Director'}, {'Name': 'Anurag Tarar', 'Title': 'Chief Operating Officer'}]",(Pre) Seed,,,<10M USD,,,,,,,,,,,,,,,,,,,,No,Yes,"Developer of healthcare management information system designed to deliver better access to care with improved clinical outcomes to patients. The company's cloud and AI-based system focus on detecting chest abnormalities, breast cancer and upper and lower limb fractures, unleashes quantum improvements in revenue cycle management and clinical processes, helps to view processed body scanned images, improvises patient dashboard, integrates information flow across departments as well as monitors the real-time performance of operations, enabling healthcare sectors to take better care of their patients at an affordable cost.",,,Teleglobal Consulting LTD,Healthcare Technology Systems,Decision/Risk Analysis,"Artificial Intelligence & Machine Learning, HealthTech, Oncology",Corporation,,Privately Held (no backing),www.idoc.ai,http://www.linkedin.com/company/teleglobal-consulting-ltd,11,2020:11:00,2009,United Kingdom,"healthcare information technology service, healthcare management system, healthcare management technology, laboratory information system, patient centric care, pulmonology treatment",Generating Revenue,,,,Swindon,,,Rahul Tarar,"Co-Founder, Chief Executive Officer & Managing Director",,,,,,,,,,,,,,,,,,,,,
C891,If and Only If Technologies,01/09/2025,Yes,United States,Davis,,Private,2019,Quantum Sensing,Hardware – Photonic,Drug Discovery & Development,,,,9,"The company develops quantum models to improve the development of biomaterials, indicating a strong focus on quantum technology applications in drug discovery.",Yes,7,"As a private company founded in 2020 with a focus on quantum technology in drug discovery, it is suitable for a Quantum VC focused on Series A investments.",Developer of drug discovery platform developing quantum models to improve the development of biomaterials. The company's platform uses quantum devices for atom modeling to find the best binding sites on a protein by comparing binding energies at every atom and provides more information for further kinetics modeling and helps in the incorporation of subtler electromagnetic effects between atoms.,9,The company's focus on quantum models for drug discovery places it at the intersection of quantum technology and life sciences.,N/A,,N/A,N/A,N/A,N/A,N/A,(Pre) Seed,,,<10M USD,,,,,,,,,,,,,,,,,,,,No,Yes,Developer of drug discovery platform developing quantum models to improve the development of biomaterials. The company's platform uses quantum devices for atom modeling to find the best binding sites on a protein by comparing binding energies at every atom and provides more information for further kinetics modeling and helps in the incorporation of subtler electromagnetic effects between atoms.,,Iff,,Pharmaceuticals and Biotechnology,Drug Discovery,,Corporation,,Privately Held (no backing),www.iff.bio,http://www.linkedin.com/company/ifftech,6,"2021: 2, 2025: 6",2019,United States,"biomaterial design, drug discovery, drug discovery platform, quantum computer, quantum modeling",Generating Revenue,,,,Davis,,,Samarth Sandeep,Chief Executive Officer,,,,,,,,,,,,,,,,,,,,,
C892,iko Science,01/09/2025,Yes,Estonia,Tallinn,,Private,2009,Quantum Sensing,Hardware – Photonic,Diagnostics,,,https://ikoscience.com,7,"IKO SCIENCE OÜ conducts research, design, and manufacturing of components and complete systems for detecting and analyzing static and dynamic signals across a range from Ultra Violet to Infra Red, including very low signal intensity. They have set up a Quantum Laboratory for the development of new generation detecting/sensor systems based on quantum effects and technologies. This indicates a strong focus on quantum technologies.",Yes,7,"As a private company with a focus on quantum sensing technologies, iko Science is suitable for a Quantum VC focused on Series A investments. Their active development in quantum-based sensor systems aligns with the interests of such a VC.","IKO SCIENCE OÜ is a healthcare device manufacturing company that researches, designs, and manufactures components and complete systems for detecting and analyzing static and dynamic signals across a range from Ultra Violet to Infra Red, including very low signal intensity. Their products include the BD 500, an airborne bacteria and organic aerosol detection technology based on photonics methods and unique engineering solutions, enabling clients to develop a deep understanding of particle characterization on the macro scale while blending photonics, bioelectronics, and nanotechnology.",8,"IKO SCIENCE OÜ's focus on photonics and bioelectronics positions them at the intersection of quantum technology and life sciences, particularly in the development of biosensors and biophotonics for medical applications.",N/A,,N/A,N/A,N/A,N/A,"[{'Name': 'Victor Tomashov', 'Role': 'Owner and CEO', 'Description': 'Educated at Tallinn University of Technology and St. Petersburg State Electro-technical University. Victor is a highly experienced academic researcher and engineer with extensive experience in electronics, having founded and led ELECOM Electronics between 1990 and 2008. He currently leads research in processes of physical vacuum and the use of photonic methods for diagnostics.'}, {'Name': 'Oleg Adamchuk', 'Role': 'Equity Partner', 'Description': 'An experienced entrepreneur with a number of investment projects taken from start-up to effective successful active businesses.'}]",(Pre) Seed,,,<10M USD,,,,,,,,,,,,,,,,,,,,No,Yes,"Operator of a healthcare device manufacturing company intended to research, design and manufactures components and complete systems for detecting and analysis of static and dynamic signals. The company's products include BD 500 which is an airborne bacteria and organic aerosol detection technology based on photonics methods and effective unique engineering solutions, enabling clients to allow developing a deep understanding of the way to characterize particles on the macro scale while blending photonics, bioelectronics and nanotechnology.",,,iko Science OÜ,Computer Hardware,Electronic Equipment and Instruments,"HealthTech, Manufacturing, Nanotechnology",Corporation,,Privately Held (no backing),www.ikoscience.com,http://www.linkedin.com/company/iko-science,2,2023: 2,2009,Estonia,"bioelectronics, biophotonics, healthcare device manufacturer, hospital equipment, medical devices, nanotechnology, photonics, quantum technology",Generating Revenue,,,,Tallinn,,,Victor Tomashov,Owner & Chief Executive Officer,,,,,,,,,,,,,,,,,,,,,
